ts,device,co,humidity,light,lpg,motion,smoke,temp
1.5945120943859746E9,b8:27:eb:bf:9d:51,0.004955938648391245,51.0,false,0.00765082227055719,false,0.02041127012241292,22.7
1.5945120947355676E9,00:0f:00:70:91:0a,0.0028400886071015706,76.0,false,0.005114383400977071,false,0.013274836704851536,19.700000762939453
1.5945120980735729E9,b8:27:eb:bf:9d:51,0.004976012340421658,50.9,false,0.007673227406398091,false,0.02047512557617824,22.6
1.594512099589146E9,1c:bf:ce:15:ec:4d,0.004403026829699689,76.80000305175781,true,0.007023337145877314,false,0.018628225377018803,27.0
1.594512101761235E9,b8:27:eb:bf:9d:51,0.004967363641908952,50.9,false,0.007663577282372411,false,0.020447620810233658,22.6
1.5945121044684107E9,1c:bf:ce:15:ec:4d,0.004391003954583357,77.9000015258789,true,0.007009458543138704,false,0.01858890754005078,27.0
1.5945121054488637E9,b8:27:eb:bf:9d:51,0.004976025118224167,50.9,false,0.007673241660297752,false,0.020475166204362245,22.6
1.594512106869076E9,00:0f:00:70:91:0a,0.0029381156266604295,76.0,false,0.005241481841731117,false,0.013627521132019194,19.700000762939453
1.5945121082753816E9,1c:bf:ce:15:ec:4d,0.004345471359573249,77.9000015258789,true,0.006956802377235561,false,0.01843978190211682,27.0
1.5945121091366868E9,b8:27:eb:bf:9d:51,0.0049702557644185795,50.9,false,0.0076668047981169295,false,0.020456819607064126,22.6
1.594512112798518E9,b8:27:eb:bf:9d:51,0.004960208655965963,50.9,false,0.007655590313556344,false,0.02042485815208522,22.6
1.5945121152885423E9,1c:bf:ce:15:ec:4d,0.00438304383734993,78.0,true,0.007000264000767255,false,0.018562862485791535,27.0
1.5945121164982603E9,b8:27:eb:bf:9d:51,0.004971644949355083,50.9,false,0.007668354899155367,false,0.020461237669931027,22.6
1.5945121190980136E9,1c:bf:ce:15:ec:4d,0.004451497630812575,78.0,true,0.007079183500131396,false,0.018786490564423525,27.0
1.594512120184931E9,b8:27:eb:bf:9d:51,0.004964564518477901,50.9,false,0.007660453055613286,false,0.020438716650667384,22.6
1.5945121227857318E9,00:0f:00:70:91:0a,0.0029050147565559603,75.80000305175781,false,0.005198697479294309,false,0.013508733329556249,19.700000762939453
1.5945121238726196E9,b8:27:eb:bf:9d:51,0.004975983419764024,50.9,false,0.0076731951447764945,false,0.02047503362023219,22.6
1.5945121275601885E9,b8:27:eb:bf:9d:51,0.004960208655965963,50.9,false,0.007655590313556344,false,0.02042485815208522,22.6
1.594512129374153E9,1c:bf:ce:15:ec:4d,0.004439322766059633,77.9000015258789,true,0.007065171934738014,false,0.01874677460984377,27.0
1.5945121312478008E9,b8:27:eb:bf:9d:51,0.004956119201656337,50.9,false,0.0076510239057846425,false,0.020411844733363067,22.6
1.5945121314763765E9,00:0f:00:70:91:0a,0.0029381156266604295,75.80000305175781,false,0.005241481841731117,false,0.013627521132019194,19.700000762939453
1.594512133717256E9,1c:bf:ce:15:ec:4d,0.004391003954583357,77.9000015258789,true,0.007009458543138704,false,0.01858890754005078,27.0
1.594512134935363E9,b8:27:eb:bf:9d:51,0.004951730376211138,50.8,false,0.007646122051614223,false,0.0203978759436991,22.6
1.5945121352890863E9,00:0f:00:70:91:0a,0.0028400886071015706,76.0,false,0.005114383400977071,false,0.013274836704851536,19.700000762939453
1.5945121386229827E9,b8:27:eb:bf:9d:51,0.00496164737108716,50.9,false,0.007657196578519527,false,0.02042943583639171,22.6
1.5945121396414526E9,00:0f:00:70:91:0a,0.0028400886071015706,76.0,false,0.005114383400977071,false,0.013274836704851536,19.799999237060547
1.5945121396659806E9,1c:bf:ce:15:ec:4d,0.0043810606493712365,77.9000015258789,true,0.006997972548972454,false,0.0185563719344664,27.0
1.5945121423105588E9,b8:27:eb:bf:9d:51,0.004926209236620995,50.9,false,0.007617593778216732,false,0.020316591192420567,22.6
1.5945121450825844E9,1c:bf:ce:15:ec:4d,0.004343507669194112,78.30000305175781,true,0.006954528044554289,false,0.01843334257561367,27.0
1.5945121459981682E9,b8:27:eb:bf:9d:51,0.004941750044991869,50.9,false,0.007634970600261486,false,0.02036609998281239,22.6
1.5945121488186827E9,00:0f:00:70:91:0a,0.0029050147565559603,75.9000015258789,false,0.005198697479294309,false,0.013508733329556249,19.700000762939453
1.5945121496858096E9,b8:27:eb:bf:9d:51,0.004960208655965963,50.9,false,0.007655590313556344,false,0.02042485815208522,22.6
1.5945121521008546E9,1c:bf:ce:15:ec:4d,0.004391003954583357,78.5999984741211,true,0.007009458543138704,false,0.01858890754005078,27.0
1.5945121531727257E9,00:0f:00:70:91:0a,0.0028400886071015706,76.0,false,0.005114383400977071,false,0.013274836704851536,19.799999237060547
1.594512153373032E9,b8:27:eb:bf:9d:51,0.004913615811257231,50.9,false,0.007603501423366902,false,0.020276445922912403,22.6
1.5945121570592368E9,b8:27:eb:bf:9d:51,0.004974539932923221,50.9,false,0.007671584837956885,false,0.020470443763956046,22.7
1.5945121585780416E9,1c:bf:ce:15:ec:4d,0.004391003954583357,78.30000305175781,true,0.007009458543138704,false,0.01858890754005078,27.0
1.5945121591454568E9,00:0f:00:70:91:0a,0.002872341154862943,76.0,false,0.005156332935627952,false,0.013391176782176004,19.799999237060547
1.5945121609924853E9,b8:27:eb:bf:9d:51,0.004970284646874498,50.9,false,0.007666837027389065,false,0.020456911465585564,22.7
1.5945121629205687E9,1c:bf:ce:15:ec:4d,0.004391003954583357,78.19999694824219,true,0.007009458543138704,false,0.01858890754005078,27.0
1.594512164677839E9,b8:27:eb:bf:9d:51,0.004975983419764024,50.9,false,0.0076731951447764945,false,0.02047503362023219,22.6
1.5945121672564228E9,00:0f:00:70:91:0a,0.0029050147565559603,75.9000015258789,false,0.005198697479294309,false,0.013508733329556249,19.700000762939453
1.594512167261468E9,1c:bf:ce:15:ec:4d,0.004351368546725592,78.19999694824219,true,0.006963630750831947,false,0.018459115963671384,27.0
1.5945121683640199E9,b8:27:eb:bf:9d:51,0.00494177873742024,50.9,false,0.0076350026684634895,false,0.0203661913563326,22.6
1.5945121720501056E9,b8:27:eb:bf:9d:51,0.0049702557644185795,50.9,false,0.0076668047981169295,false,0.020456819607064126,22.6
1.5945121732174854E9,1c:bf:ce:15:ec:4d,0.004391003954583357,78.4000015258789,true,0.007009458543138704,false,0.01858890754005078,27.0
1.5945121753714526E9,00:0f:00:70:91:0a,0.002872341154862943,76.0,false,0.005156332935627952,false,0.013391176782176004,19.799999237060547
1.594512175736314E9,b8:27:eb:bf:9d:51,0.004965923024384316,50.9,false,0.007661969405603139,false,0.020443038272213086,22.6
1.5945121786320183E9,1c:bf:ce:15:ec:4d,0.004427186101015075,78.69999694824219,true,0.007051193749157454,false,0.018707158621500054,27.0
1.5945121794223092E9,b8:27:eb:bf:9d:51,0.004954612054612955,50.9,false,0.007649340717237412,false,0.020407048090447917,22.6
1.5945121807944636E9,00:0f:00:70:91:0a,0.0028400886071015706,75.9000015258789,false,0.005114383400977071,false,0.013274836704851536,19.700000762939453
1.594512183108313E9,b8:27:eb:bf:9d:51,0.0049889187508908575,50.9,false,0.007687619617224229,false,0.02051615061031494,22.6
1.5945121845828233E9,1c:bf:ce:15:ec:4d,0.004357291825880533,78.5999984741211,true,0.006970486760267798,false,0.018478529574696607,27.0
1.594512184619436E9,00:0f:00:70:91:0a,0.0028400886071015706,76.19999694824219,false,0.005114383400977071,false,0.013274836704851536,19.799999237060547
1.5945121867946045E9,b8:27:eb:bf:9d:51,0.004967392505077783,50.9,false,0.007663609495308205,false,0.02044771261955816,22.6
1.5945121894795554E9,1c:bf:ce:15:ec:4d,0.00438304383734993,78.5,true,0.007000264000767255,false,0.018562862485791535,27.0
1.5945121904766395E9,b8:27:eb:bf:9d:51,0.004946006024708922,50.9,false,0.007639726749698163,false,0.02037965220135719,22.6
1.5945121932924936E9,00:0f:00:70:91:0a,0.0029050147565559603,76.0999984741211,false,0.005198697479294309,false,0.013508733329556249,19.799999237060547
1.5945121941553497E9,b8:27:eb:bf:9d:51,0.004960423999451569,50.9,false,0.0076558307437068806,false,0.020425543348275513,22.6
1.5945121943549402E9,1c:bf:ce:15:ec:4d,0.004391003954583357,78.4000015258789,true,0.007009458543138704,false,0.01858890754005078,27.0
